Date,equity,signal,close
2020-03-27,94892.62087908304,0,6469.79833984375
2020-03-28,94892.62087908304,0,6242.19384765625
2020-03-29,94892.62087908304,0,5922.04296875
2020-03-30,94892.62087908304,0,6429.841796875
2020-03-31,94892.62087908304,0,6438.64453125
2020-04-01,94892.62087908304,0,6606.7763671875
2020-04-02,94892.62087908304,0,6793.62451171875
2020-04-03,94892.62087908304,0,6733.38720703125
2020-04-04,94892.62087908304,0,6867.52734375
2020-04-05,94892.62087908304,0,6791.12939453125
2020-04-06,94892.62087908304,1,7271.78125
2020-04-07,93772.58767812436,1,7176.41455078125
2020-04-08,95626.96772721157,1,7334.0986328125
2020-04-09,95251.34486524938,1,7302.08935546875
2020-04-10,90125.72463067758,1,6865.4931640625
2020-04-11,90049.9911084237,1,6859.0830078125
2020-04-12,91373.45539700128,1,6971.091796875
2020-04-13,89886.42764338969,1,6845.03759765625
2020-04-14,89855.58308552158,1,6842.427734375
2020-04-15,87488.04457031925,1,6642.10986328125
2020-04-16,93115.33349916208,1,7116.80419921875
2020-04-17,92872.52742895985,1,7096.1845703125
2020-04-18,94774.59031968152,1,7257.6650390625
2020-04-19,93972.58358621279,1,7189.4248046875
2020-04-20,90355.59561397768,1,6881.95849609375
2020-04-21,90336.27278506395,1,6880.3232421875
2020-04-22,93135.46080996154,1,7117.20751953125
2020-04-23,96816.0870646183,1,7429.724609375
2020-04-24,98237.22063148966,1,7550.90087890625
2020-04-25,98460.10327646766,1,7569.93603515625
2020-04-26,99746.9634700702,1,7679.8671875
2020-04-27,101099.81152590855,1,7795.60107421875
2020-04-28,101233.54306870069,1,7807.05859375
2020-04-29,112833.51482132616,1,8801.0380859375
2020-04-30,111189.46881070244,1,8658.5537109375
2020-05-01,113572.75732312394,1,8864.7666015625
2020-05-02,115000.58409396569,1,8988.5966796875
2020-05-03,113951.27807175682,1,8897.46875
2020-05-04,114126.31338471168,1,8912.654296875
2020-05-05,115168.31070351832,1,9003.0703125
2020-05-06,118227.19022214135,1,9268.76171875
2020-05-07,126065.17142076284,1,9951.5185546875
2020-05-08,124824.12840516881,1,9842.666015625
2020-05-09,121984.73551339803,1,9593.896484375
2020-05-10,112401.32567748424,1,8756.4306640625
2020-05-11,110614.86290663511,1,8601.7958984375
2020-05-12,112960.61046220649,1,8804.4775390625
2020-05-13,118335.81192771514,1,9269.9873046875
2020-05-14,123663.62347509459,1,9733.7216796875
2020-05-15,119026.7786904619,1,9328.197265625
2020-05-16,119587.38150319774,1,9377.013671875
2020-05-17,122958.741238686,1,9670.7392578125
2020-05-18,123597.67532294455,1,9726.5751953125
2020-05-19,123625.84215399668,1,9729.0380859375
2020-05-20,121269.33651044713,1,9522.9814453125
2020-05-21,116212.53981053301,1,9081.76171875
2020-05-22,117373.59377219965,1,9182.5771484375
2020-05-23,117680.86477560796,1,9209.287109375
2020-05-24,112863.0250391785,1,8790.3681640625
2020-05-25,114210.00315017454,1,8906.9345703125
2020-05-26,113380.46273089235,1,8835.052734375
2020-05-27,117376.26102741419,1,9181.017578125
2020-05-28,121342.83284954527,1,9525.7509765625
2020-05-29,120349.6928937289,1,9439.1240234375
2020-05-30,123348.01755726259,1,9700.4140625
2020-05-31,120608.79218663201,1,9461.05859375
2020-06-01,128711.22772461681,1,10167.2685546875
2020-06-02,121448.31399256396,1,9529.8037109375
2020-06-03,122903.97346279978,1,9656.7177734375
2020-06-04,124552.50348981604,1,9800.63671875
2020-06-05,123007.22297122909,1,9665.533203125
2020-06-06,122871.45588958423,1,9653.6796875
2020-06-07,124076.22625993832,1,9758.8525390625
2020-06-08,124220.82571276119,1,9771.4892578125
2020-06-09,124497.83081519356,1,9795.7001953125
2020-06-10,125348.7921372452,1,9870.0947265625
2020-06-11,119081.6396414091,1,9321.78125
2020-06-12,120910.39752766775,1,9480.84375
2020-06-13,120846.50735404907,1,9475.27734375
2020-06-14,119830.78447636026,1,9386.7880859375
2020-06-15,120565.11287074767,1,9450.7021484375
2020-06-16,121567.70683480073,1,9538.0244140625
2020-06-17,120905.03097859655,1,9480.2548828125
2020-06-18,120119.77319772851,1,9411.8408203125
2020-06-19,118697.50602673643,1,9288.0185546875
2020-06-20,119207.28624779748,1,9332.3408203125
2020-06-21,118877.21925712349,1,9303.6298828125
2020-06-22,122845.64667934213,1,9648.7177734375
2020-06-23,122627.25012490836,1,9629.658203125
2020-06-24,119005.05810991286,1,9313.6103515625
2020-06-25,118443.90435179106,1,9264.8134765625
2020-06-26,117271.51036560052,1,9162.91796875
2020-06-27,115917.75512714456,1,9045.390625
2020-06-28,117050.25620658243,1,9143.58203125
2020-06-29,117594.89268283485,1,9190.8544921875
2020-06-30,116986.17888022879,1,9137.9931640625
2020-07-01,118026.9806272894,1,9228.3251953125
2020-07-02,116819.33736388254,1,9123.41015625
2020-07-03,116403.24975526246,1,9087.3037109375
2020-07-04,116924.15979540514,1,9132.48828125
2020-07-05,116249.54770764658,1,9073.9423828125
2020-07-06,119726.28197931325,1,9375.474609375
2020-07-07,118310.3584063674,1,9252.27734375
2020-07-08,120336.48528808028,1,9428.3330078125
2020-07-09,118609.24661086223,1,9277.9677734375
2020-07-10,118618.90949320905,1,9278.8076171875
2020-07-11,118176.39843065645,1,9240.3466796875
2020-07-12,118592.53241356315,1,9276.5
2020-07-13,118214.15661431951,1,9243.6142578125
2020-07-14,118209.54817276652,1,9243.2138671875
2020-07-15,117629.71379291624,1,9192.8369140625
2020-07-16,116931.722829848,1,9132.2275390625
2020-07-17,117152.57813853194,1,9151.392578125
2020-07-18,117240.68798429084,1,9159.0400390625
2020-07-19,117549.17607597155,1,9185.8173828125
2020-07-20,117300.5680146541,1,9164.2314453125
2020-07-21,119727.2950277664,1,9374.8876953125
2020-07-22,121456.85509416815,1,9525.36328125
2020-07-23,122096.16029005467,1,9581.072265625
2020-07-24,121589.45779879742,1,9536.892578125
2020-07-25,123198.41199566206,1,9677.11328125
2020-07-26,125811.4091569632,1,9905.1669921875
2020-07-27,138222.58686859548,1,10990.873046875
2020-07-28,137339.17921970028,1,10912.8232421875
2020-07-29,139464.55510103796,1,11100.4677734375
2020-07-30,139586.06613039778,1,11111.2138671875
2020-07-31,141985.87560670538,1,11323.466796875
2020-08-01,146907.63294401934,1,11759.5927734375
2020-08-02,138970.09027785982,1,11053.6142578125
2020-08-03,141150.904768199,1,11246.3486328125
2020-08-04,140693.92374991113,1,11205.892578125
2020-08-05,146808.59220192328,1,11747.0224609375
2020-08-06,147176.9674476956,1,11779.7734375
2020-08-07,145172.03996963802,1,11601.47265625
2020-08-08,146890.30734158997,1,11754.0458984375
2020-08-09,146009.56908797804,1,11675.7392578125
2020-08-10,148287.23496560537,1,11878.111328125
2020-08-11,143033.5947631559,1,11410.525390625
2020-08-12,145001.22850207236,1,11584.9345703125
2020-08-13,147245.19698579816,1,11784.1376953125
2020-08-14,147073.5136237019,1,11768.87109375
2020-08-15,148162.5422942756,1,11865.6982421875
2020-08-16,148467.15257260035,1,11892.8037109375
2020-08-17,152529.85877909392,1,12254.40234375
2020-08-18,149581.7745850387,1,11991.2333984375
2020-08-19,146966.48121176616,1,11758.283203125
2020-08-20,148317.37012509894,1,11878.3720703125
2020-08-21,145104.70360845176,1,11592.4892578125
2020-08-22,146111.1102567397,1,11681.8251953125
2020-08-23,145919.99745233307,1,11664.84765625
2020-08-24,147155.5893497237,1,11774.595703125
2020-08-25,142561.24230378814,1,11366.134765625
2020-08-26,143941.0028338702,1,11488.36328125
2020-08-27,142080.7891093388,1,11323.3974609375
2020-08-28,144555.06730878606,1,11542.5
2020-08-29,144153.4153833705,1,11506.865234375
2020-08-30,146460.70585537766,1,11711.505859375
2020-08-31,146115.3357366285,1,11680.8203125
2020-09-01,149376.33573659149,1,11970.478515625
2020-09-02,143126.9903781995,1,11414.0341796875
2020-09-03,129937.08177127544,0,10245.296875
2020-09-04,129937.08177127544,0,10511.8134765625
2020-09-05,129937.08177127544,0,10169.5673828125
2020-09-06,129937.08177127544,0,10280.3515625
2020-09-07,129937.08177127544,0,10369.5634765625
2020-09-08,129937.08177127544,0,10131.5166015625
2020-09-09,129937.08177127544,0,10242.34765625
2020-09-10,129937.08177127544,0,10363.138671875
2020-09-11,129937.08177127544,0,10400.9150390625
2020-09-12,129937.08177127544,0,10442.1708984375
2020-09-13,129937.08177127544,0,10323.755859375
2020-09-14,129937.08177127544,0,10680.837890625
2020-09-15,129937.08177127544,0,10796.951171875
2020-09-16,129937.08177127544,0,10974.9052734375
2020-09-17,129937.08177127544,0,10948.990234375
2020-09-18,129937.08177127544,0,10944.5859375
2020-09-19,129937.08177127544,0,11094.3466796875
2020-09-20,129937.08177127544,0,10938.271484375
2020-09-21,129937.08177127544,0,10462.259765625
2020-09-22,129937.08177127544,0,10538.4599609375
2020-09-23,129937.08177127544,0,10246.1865234375
2020-09-24,129937.08177127544,0,10760.06640625
2020-09-25,129937.08177127544,0,10692.716796875
2020-09-26,129937.08177127544,0,10750.7236328125
2020-09-27,129937.08177127544,0,10775.26953125
2020-09-28,129937.08177127544,0,10709.65234375
2020-09-29,129937.08177127544,0,10844.640625
2020-09-30,129937.08177127544,0,10784.4912109375
2020-10-01,129937.08177127544,0,10619.4521484375
2020-10-02,129937.08177127544,0,10575.974609375
2020-10-03,129937.08177127544,0,10549.3291015625
2020-10-04,129937.08177127544,0,10669.5830078125
2020-10-05,129937.08177127544,0,10793.33984375
2020-10-06,129937.08177127544,0,10604.40625
2020-10-07,129937.08177127544,0,10668.96875
2020-10-08,129937.08177127544,0,10915.685546875
2020-10-09,129937.08177127544,0,11064.4580078125
2020-10-10,129937.08177127544,1,11296.361328125
2020-10-11,130846.22439831523,1,11384.181640625
2020-10-12,132616.98182842726,1,11555.36328125
2020-10-13,131279.75025777717,1,11425.8994140625
2020-10-14,131317.05351794916,1,11429.5068359375
2020-10-15,131997.89226406798,1,11495.349609375
2020-10-16,130207.69120711606,1,11322.123046875
2020-10-17,130580.07821349955,1,11358.1015625
2020-10-18,131876.1185224182,1,11483.359375
2020-10-19,134549.7328367654,1,11742.037109375
2020-10-20,136347.2536782495,1,11916.3349609375
2020-10-21,145691.0463943104,1,12823.689453125
2020-10-22,147145.06022496324,1,12965.8916015625
2020-10-23,146794.19150524013,1,12931.5390625
2020-10-24,148597.63915736176,1,13108.0625
2020-10-25,147813.16566200627,1,13031.173828125
2020-10-26,148263.10784642491,1,13075.248046875
2020-10-27,154171.6761535533,1,13654.21875
2020-10-28,150280.29550582878,1,13271.28515625
2020-10-29,151978.14995212812,1,13437.8828125
2020-10-30,153083.96161235933,1,13546.5224609375
2020-10-31,155468.67716506473,1,13780.9951171875
2020-11-01,155023.0945054925,1,13737.109375
2020-11-02,153127.6895446475,1,13550.4892578125
2020-11-03,157193.962895022,1,13950.30078125
2020-11-04,159053.9457110462,1,14133.70703125
2020-11-05,173700.70997106345,1,15579.8486328125
2020-11-06,173560.55514684203,1,15565.880859375
2020-11-07,166213.61953726943,1,14833.75390625
2020-11-08,172726.38067294902,1,15479.5673828125
2020-11-09,171247.6011532649,1,15332.3154296875
2020-11-10,170831.31031382148,1,15290.90234375
2020-11-11,174958.20988558087,1,15701.33984375
2020-11-12,180724.69157467605,1,16276.34375
2020-11-13,181139.05668588963,1,16317.80859375
2020-11-14,178644.69744124575,1,16068.138671875
2020-11-15,177518.49728786157,1,15955.587890625
2020-11-16,185133.77795519895,1,16716.111328125
2020-11-17,194396.6674340846,1,17645.40625
2020-11-18,195969.20770739016,1,17804.005859375
2020-11-19,196098.82192256677,1,17817.08984375
2020-11-20,204065.14806552022,1,18621.314453125
2020-11-21,204271.45818185757,1,18642.232421875
2020-11-22,201586.79991780457,1,18370.001953125
2020-11-23,201528.71863601275,1,18364.12109375
2020-11-24,208870.45861969842,1,19107.46484375
2020-11-25,205177.74482122908,1,18732.12109375
2020-11-26,189587.4450913853,1,17150.623046875
2020-11-27,189167.39832735824,1,17108.40234375
2020-11-28,195227.85003201477,1,17717.4140625
2020-11-29,199790.4054868051,1,18177.484375
2020-11-30,214117.47440298402,1,19625.8359375
2020-12-01,206038.04408519794,1,18802.998046875
2020-12-02,209964.02502011356,1,19201.091796875
2020-12-03,212368.36981116363,1,19445.3984375
2020-12-04,205039.44092140277,1,18699.765625
2020-12-05,209524.25091392585,1,19154.23046875
2020-12-06,211403.5534391504,1,19345.12109375
2020-12-07,209893.94578525927,1,19191.630859375
2020-12-08,201325.68859279022,1,18321.14453125
2020-12-09,203627.7604620977,1,18553.916015625
2020-12-10,200773.93592100803,1,18264.9921875
2020-12-11,198735.09742222776,1,18058.904296875
2020-12-12,206111.37643527798,1,18803.65625
2020-12-13,209452.95306236926,1,19142.3828125
2020-12-14,210479.68691194817,1,19246.64453125
2020-12-15,212157.13039932362,1,19417.076171875
2020-12-16,230777.4248672784,1,21310.59765625
2020-12-17,245343.9127348903,1,22805.162109375
2020-12-18,248566.2160725626,1,23137.9609375
2020-12-19,255642.3186740817,1,23869.83203125
2020-12-20,251858.70649753252,1,23477.294921875
2020-12-21,245349.19386451185,1,22803.08203125
2020-12-22,254838.540269055,1,23783.029296875
2020-12-23,249614.74522023098,1,23241.345703125
2020-12-24,254395.63436939276,1,23735.94921875
2020-12-25,263355.20730959554,1,24664.791015625
2020-12-26,280385.84881856805,1,26437.037109375
2020-12-27,278813.34884065524,1,26272.294921875
2020-12-28,286573.831609943,1,27084.80859375
2020-12-29,289217.56679599447,1,27362.4375
2020-12-30,303282.5207087854,1,28840.953125
2020-12-31,304804.04451271816,1,29001.720703125
2021-01-01,308326.8287080469,1,29374.15234375
2021-01-02,334335.1829718233,1,32127.267578125
2021-01-03,340467.5789984172,1,32782.0234375
2021-01-04,332895.30755701516,1,31971.9140625
2021-01-05,351829.36800093914,1,33992.4296875
2021-01-06,378209.408324696,1,36824.36328125
2021-01-07,401749.8125239748,1,39371.04296875
2021-01-08,414851.07854953984,1,40797.609375
2021-01-09,409881.1535817162,1,40254.546875
2021-01-10,392486.89758846915,1,38356.44140625
2021-01-11,366794.76680954715,1,35566.65625
2021-01-12,351538.6530170412,1,33922.9609375
2021-01-13,383187.41287205624,1,37316.359375
2021-01-14,400478.4487125339,1,39187.328125
2021-01-15,378754.0023752617,1,36825.3671875
2021-01-16,372762.86901417194,1,36178.140625
2021-01-17,369175.4143321643,1,35791.27734375
2021-01-18,376962.14020967623,1,36630.07421875
2021-01-19,371772.9516675043,1,36069.8046875
2021-01-20,366930.1965595485,1,35547.75
2021-01-21,323062.5335092736,1,30825.69921875
2021-01-22,343625.46895202104,1,33005.76171875
2021-01-23,334835.32288178796,1,32067.642578125
2021-01-24,336919.0631928299,1,32289.37890625
2021-01-25,337642.29286011,1,32366.392578125
2021-01-26,339552.488088928,1,32569.849609375
2021-01-27,319498.5479275751,1,30432.546875
2021-01-28,348161.72772285936,1,33466.09765625
2021-01-29,356123.0472915216,1,34316.38671875
2021-01-30,355685.35012965405,1,34269.5234375
2021-01-31,344894.78745085973,1,33114.359375
2021-02-01,348858.1574083345,1,33537.17578125
2021-02-02,367330.28521450656,1,35510.2890625
2021-02-03,385594.4552221917,1,37472.08984375
2021-02-04,380537.64494768204,1,36926.06640625
2021-02-05,391836.66356277687,1,38144.30859375
2021-02-06,402207.0696230918,1,39266.01171875
2021-02-07,398864.5985422311,1,38903.44140625
2021-02-08,466160.3411389559,1,46196.46484375
2021-02-09,468745.37343895365,1,46481.10546875
2021-02-10,454560.01464621146,1,44918.18359375
2021-02-11,481802.6752326328,1,47909.33203125
2021-02-12,478141.76435588783,1,47504.8515625
2021-02-13,474524.33865931083,1,47105.515625
2021-02-14,489137.131724316,1,48717.2890625
2021-02-15,482159.0353768999,1,47945.05859375
2021-02-16,493516.14457838837,1,49199.87109375
2021-02-17,520140.2371994614,1,52149.0078125
2021-02-18,515928.26944190025,1,51679.796875
2021-02-19,553739.5544677391,1,55888.1328125
2021-02-20,555624.5318934182,1,56099.51953125
2021-02-21,568464.2552352478,1,57539.9453125
2021-02-22,538832.1386163841,1,54207.3203125
2021-02-23,490675.74756165175,1,48824.42578125
2021-02-24,498643.38657124003,1,49705.33203125
2021-02-25,475064.87556410895,1,47093.8515625
2021-02-26,468218.6010015191,1,46339.76171875
2021-02-27,466842.6563287,1,46188.453125
2021-02-28,457284.9963939582,1,45137.76953125
2021-03-01,498255.51584748016,1,49631.2421875
2021-03-02,486941.10682450817,1,48378.98828125
2021-03-03,506500.9730379323,1,50538.2421875
2021-03-04,488667.9227576143,1,48561.16796875
2021-03-05,491983.8920712187,1,48927.3046875
2021-03-06,491848.85111673025,1,48912.3828125
2021-03-07,512612.6676178007,1,51206.69140625
2021-03-08,521981.13004131895,1,52246.5234375
2021-03-09,545157.9787367111,1,54824.1171875
2021-03-10,555757.9320298478,1,56008.55078125
2021-03-11,571802.131869418,1,57805.12109375
2021-03-12,567590.8743741354,1,57332.08984375
2021-03-13,602438.045107275,1,61243.0859375
2021-03-14,585256.1208776096,1,59302.31640625
2021-03-15,555100.2701124856,1,55907.19921875
2021-03-16,563122.2016118028,1,56804.90234375
2021-03-17,581554.8618052449,1,58870.89453125
2021-03-18,572557.7867540178,1,57858.921875
2021-03-19,576901.6023973679,1,58346.65234375
2021-03-20,576607.874595649,1,58313.64453125
2021-03-21,569575.4939419219,1,57523.421875
2021-03-22,542892.0970345824,1,54529.14453125
2021-03-23,544771.9957266356,1,54738.9453125
2021-03-24,527174.4292884914,1,52774.265625
2021-03-25,517553.84983035515,1,51704.16015625
2021-03-26,548482.8328459011,1,55137.3125
2021-03-27,555969.1756866259,1,55973.51171875
2021-03-28,555765.6635817224,1,55950.74609375
2021-03-29,571852.4344816442,1,57750.19921875
2021-03-30,582257.0726096987,1,58917.69140625
2021-03-31,582267.2176656545,1,58918.83203125
2021-04-01,583841.2964852385,1,59095.80859375
2021-04-02,586406.5620904794,1,59384.3125
2021-04-03,570583.4275932923,1,57603.890625
2021-04-04,580876.9850981167,1,58758.5546875
2021-04-05,583540.1461580022,1,59057.87890625
2021-04-06,575843.309380085,1,58192.359375
2021-04-07,556754.0742427118,1,56048.9375
2021-04-08,577092.7612404113,1,58323.953125
2021-04-09,576389.7066944736,1,58245.00390625
2021-04-10,590178.79831327,1,59793.234375
2021-04-11,593836.3213797874,1,60204.96484375
2021-04-12,591070.9634687188,1,59893.453125
2021-04-13,623134.4284735798,1,63503.45703125
2021-04-14,619656.9825905537,1,63109.6953125
2021-04-15,621462.4972337054,1,63314.01171875
2021-04-16,606080.5289183836,1,61572.7890625
2021-04-17,598205.1672114369,1,60683.8203125
2021-04-18,558568.4564546759,1,56216.18359375
2021-04-19,554169.4941159411,1,55724.265625
2021-04-20,560871.2201354285,1,56473.03125
2021-04-21,537926.6185441046,1,53906.08984375
2021-04-22,518672.86962292535,0,51762.2734375
2021-04-23,518672.86962292535,0,51093.65234375
2021-04-24,518672.86962292535,0,50050.8671875
2021-04-25,518672.86962292535,0,49004.25390625
2021-04-26,518672.86962292535,0,54021.75390625
2021-04-27,518672.86962292535,0,55033.1171875
2021-04-28,518672.86962292535,0,54824.703125
2021-04-29,518672.86962292535,0,53555.109375
2021-04-30,518672.86962292535,0,57750.17578125
2021-05-01,518672.86962292535,0,57828.05078125
2021-05-02,518672.86962292535,0,56631.078125
2021-05-03,518672.86962292535,0,57200.29296875
2021-05-04,518672.86962292535,0,53333.5390625
2021-05-05,518672.86962292535,0,57424.0078125
2021-05-06,518672.86962292535,0,56396.515625
2021-05-07,518672.86962292535,0,57356.40234375
2021-05-08,518672.86962292535,0,58803.77734375
2021-05-09,518672.86962292535,0,58232.31640625
2021-05-10,518672.86962292535,0,55859.796875
2021-05-11,518672.86962292535,0,56704.57421875
2021-05-12,518672.86962292535,0,49150.53515625
2021-05-13,518672.86962292535,0,49716.19140625
2021-05-14,518672.86962292535,0,49880.53515625
2021-05-15,518672.86962292535,0,46760.1875
2021-05-16,518672.86962292535,0,46456.05859375
2021-05-17,518672.86962292535,0,43537.51171875
2021-05-18,518672.86962292535,0,42909.40234375
2021-05-19,518672.86962292535,0,37002.44140625
2021-05-20,518672.86962292535,0,40782.73828125
2021-05-21,518672.86962292535,0,37304.69140625
2021-05-22,518672.86962292535,0,37536.6328125
2021-05-23,518672.86962292535,0,34770.58203125
2021-05-24,518672.86962292535,0,38705.98046875
2021-05-25,518672.86962292535,0,38402.22265625
2021-05-26,518672.86962292535,0,39294.19921875
2021-05-27,518672.86962292535,0,38436.96875
2021-05-28,518672.86962292535,0,35697.60546875
2021-05-29,518672.86962292535,0,34616.06640625
2021-05-30,518672.86962292535,0,35678.12890625
2021-05-31,518672.86962292535,0,37332.85546875
2021-06-01,518672.86962292535,0,36684.92578125
2021-06-02,518672.86962292535,0,37575.1796875
2021-06-03,518672.86962292535,0,39208.765625
2021-06-04,518672.86962292535,0,36894.40625
2021-06-05,518672.86962292535,0,35551.95703125
2021-06-06,518672.86962292535,0,35862.37890625
2021-06-07,518672.86962292535,0,33560.70703125
2021-06-08,518672.86962292535,0,33472.6328125
2021-06-09,518672.86962292535,0,37345.12109375
2021-06-10,518672.86962292535,0,36702.59765625
2021-06-11,518672.86962292535,0,37334.3984375
2021-06-12,518672.86962292535,0,35552.515625
2021-06-13,518672.86962292535,0,39097.859375
2021-06-14,518672.86962292535,0,40218.4765625
2021-06-15,518672.86962292535,0,40406.26953125
2021-06-16,518672.86962292535,0,38347.0625
2021-06-17,518672.86962292535,0,38053.50390625
2021-06-18,518672.86962292535,0,35787.24609375
2021-06-19,518672.86962292535,0,35615.87109375
2021-06-20,518672.86962292535,0,35698.296875
2021-06-21,518672.86962292535,0,31676.693359375
2021-06-22,518672.86962292535,0,32505.66015625
2021-06-23,518672.86962292535,0,33723.02734375
2021-06-24,518672.86962292535,0,34662.4375
2021-06-25,518672.86962292535,0,31637.779296875
2021-06-26,518672.86962292535,0,32186.27734375
2021-06-27,518672.86962292535,0,34649.64453125
2021-06-28,518672.86962292535,0,34434.3359375
2021-06-29,518672.86962292535,0,35867.77734375
2021-06-30,518672.86962292535,0,35040.8359375
2021-07-01,518672.86962292535,0,33572.1171875
2021-07-02,518672.86962292535,0,33897.046875
2021-07-03,518672.86962292535,0,34668.546875
2021-07-04,518672.86962292535,0,35287.78125
2021-07-05,518672.86962292535,0,33746.00390625
2021-07-06,518672.86962292535,0,34235.1953125
2021-07-07,518672.86962292535,0,33855.328125
2021-07-08,518672.86962292535,0,32877.37109375
2021-07-09,518672.86962292535,0,33798.01171875
2021-07-10,518672.86962292535,0,33520.51953125
2021-07-11,518672.86962292535,0,34240.1875
2021-07-12,518672.86962292535,0,33155.84765625
2021-07-13,518672.86962292535,0,32702.025390625
2021-07-14,518672.86962292535,0,32822.34765625
2021-07-15,518672.86962292535,0,31780.73046875
2021-07-16,518672.86962292535,0,31421.5390625
2021-07-17,518672.86962292535,0,31533.068359375
2021-07-18,518672.86962292535,0,31796.810546875
2021-07-19,518672.86962292535,0,30817.83203125
2021-07-20,518672.86962292535,0,29807.34765625
2021-07-21,518672.86962292535,0,32110.693359375
2021-07-22,518672.86962292535,0,32313.10546875
2021-07-23,518672.86962292535,0,33581.55078125
2021-07-24,518672.86962292535,0,34292.4453125
2021-07-25,518672.86962292535,1,35350.1875
2021-07-26,544916.1527915089,1,37337.53515625
2021-07-27,572097.5829216538,1,39406.94140625
2021-07-28,579792.9486709374,1,39995.90625
2021-07-29,579956.2359826454,1,40008.421875
2021-07-30,609011.906623405,1,42235.546875
2021-07-31,601104.0624990624,1,41626.1953125
2021-08-01,579642.9791473668,1,39974.89453125
2021-08-02,569555.8698797721,1,39201.9453125
2021-08-03,555839.7220875261,1,38152.98046875
2021-08-04,576746.8572084425,1,39747.50390625
