date,symbol,action,price,quantity,cost
2024-04-30,0939.HK,sell,4.300139427185059,5131.759803371525,22.067282661321336
2024-04-30,0857.HK,buy,6.38484525680542,3654.2069806642985,23.331546107879703
2024-04-30,0883.HK,buy,17.58624839782715,1326.6926282448285,23.331546107879703
2024-04-30,3988.HK,buy,3.0053155422210693,7763.426428972111,23.331546107879703
2024-04-30,0005.HK,buy,59.86473083496094,389.73776015466694,23.331546107879703
2024-04-30,1810.HK,buy,17.31999969482422,1347.0869814652438,23.331546107879703
2024-05-31,0857.HK,sell,6.895286560058594,3654.2069806642985,25.19680428144683
2024-05-31,0883.HK,sell,18.10603904724121,1326.6926282448285,24.021148530687935
2024-05-31,3988.HK,sell,3.150047779083252,7763.426428972111,24.45516418065982
2024-05-31,0005.HK,sell,63.52432632446289,389.73776015466694,24.757828657030313
2024-05-31,1810.HK,sell,17.479999542236328,1347.0869814652438,23.547079819364978
2024-05-31,0883.HK,buy,18.10603904724121,1341.9313460831474,24.297061350898428
2024-05-31,3988.HK,buy,3.150047779083252,7713.235815734046,24.297061350898428
2024-05-31,0857.HK,buy,6.895286560058594,3523.7203181142277,24.297061350898428
2024-05-31,0005.HK,buy,63.52432632446289,382.4843608225996,24.297061350898428
2024-05-31,0700.HK,buy,356.68634033203125,68.11884449592559,24.297061350898428
2024-07-31,0883.HK,sell,18.3139705657959,1341.9313460831474,24.576091173485633
2024-07-31,3988.HK,sell,3.1795151233673096,7713.235815734046,24.524349926224787
2024-07-31,0857.HK,sell,6.097851753234863,3523.7203181142277,21.487124119722154
2024-07-31,0005.HK,sell,64.7272720336914,382.4843608225996,24.75716927159699
2024-07-31,0700.HK,sell,359.06561279296875,68.11884449592559,24.459134641678467
2024-07-31,0939.HK,buy,4.98922061920166,4796.689720882751,23.931743259340877
2024-07-31,3988.HK,buy,3.1795151233673096,7526.85309890762,23.931743259340877
2024-07-31,0005.HK,buy,64.7272720336914,369.7319925190743,23.931743259340877
2024-07-31,1398.HK,buy,3.990260601043701,5997.538920911892,23.931743259340877
2024-07-31,2628.HK,buy,10.311098098754883,2320.9694088964934,23.931743259340877
